verse,grammar,surah
فَلَمّا أَتاها نُودِيَ يا مُوسى,"﴿فَلَمّا﴾: (الفاء) استئنافية و(لما) حينية شرطية متعلقة بالجواب. ﴿أَتاها﴾: ماض وفاعله مستتر (هو) و(الهاء) مفعول به، والجملة في محل جرّ بالإضافة. وجملة: لما أتاها
استئنافية. ﴿نُودِيَ﴾: ماض مبني للمفعول ونائب الفاعل ضمير مستتر تقديره (هو)، والجملة جواب
الشرط لا محل لها. ﴿يا مُوسى﴾ (يا): حرف نداء. (موسى): منادى مبني على الضم المقدر في محل نصب، وجملة النداء استئناف بياني.",طه
إِنِّي أَنَا رَبُّكَ فَاخْلَعْ نَعْلَيْكَ إِنَّكَ بِالْوادِ الْمُقَدَّسِ طُوىً,"﴿إِنِّي﴾: حرف توكيد ونصب و(الياء) اسمها. ﴿أَنَا﴾: توكيد لضمير اسم (إن) في محل نصب. [أو مبتدأ، أو ضمير فصل] ﴿رَبُّكَ﴾: خبر (إن) مرفوع و(الكاف) مضاف إليه، والجملة جواب النداء السابق. ﴿فَاخْلَعْ﴾: (الفاء) رابطة لجواب شرط مقدّر و(اخلع) فعل أمر وفاعله مستتر (أنت). ﴿نَعْلَيْكَ﴾: مفعول به منصوب بالياء و(الكاف) مضاف إليه، والجملة جواب الشرط المقدر. [أى: إن سمعت كلامي فاخلع] ﴿إِنَّكَ﴾: حرف توكيد ونصب و(الكاف) اسمه.
﴿بِالْوادِ﴾: جار ومجرور متعلق بالكسرة المقدرة على الياء المحذوفة تخفيفا متعلق بخبر (إن)، وجملة (إن ومتعلقاتها) تعليلية. ﴿الْمُقَدَّسِ﴾: نعت ل (الواد) مجرور. ﴿طُوىً﴾: بدل من (الواد) مجرور بالكسرة المقدرة.",طه
وَأَنَا اِخْتَرْتُكَ فَاسْتَمِعْ لِما يُوحى,"﴿وَأَنَا﴾ (الواو): عاطفة. (أنا): مبتدأ. ﴿اِخْتَرْتُكَ﴾: ماض و(التاء) فاعله و(الكاف) مفعوله، والجملة خبر المبتدأ: (أنا)، وهو وخبره معطوف على جواب النداء في الآية السابقة. ﴿فَاسْتَمِعْ﴾: (الفاء) رابطة لجواب شرط مقدّر و(استمع) فعل ماض وفاعله مستتر (أنت)، والجملة جواب الشرط. ﴿لِما﴾: جار واسم موصول في محل جر متعلق ب (استمع). ﴿يُوحى﴾:
مضارع مبني للمفعول مرفوع بالضمة المقدرة ونائب الفاعل مستتر (هو)، والجملة صلة الموصول (ما).",طه
إِنَّنِي أَنَا اللهُ لا إِلهَ إِلاّ أَنَا فَاعْبُدْنِي وَأَقِمِ الصَّلاةَ لِذِكْرِي,"﴿إِنَّنِي﴾: حرف توكيد ونصب و(النون) للوقاية و(الياء) اسم (إن). ﴿أَنَا اللهُ﴾:
مثل (أنا ربّك) في الآية (١٢)، وجملة (إن) ومتعلقاتها استئناف بيانيّ [أو تفسيرية ل (لما يوحى)].
﴿لا إِلهَ إِلاّ أَنَا﴾: مثل (لا إله إلا هو) في الآية (٨)، والجملة في محل رفع خبر ثان ل (إن).
﴿فَاعْبُدْنِي﴾: (الفاء) رابطة و(اعبد) أمر وفاعله مستتر (أنت) و(النون) للوقاية و(الياء) مفعول به، والجملة جواب لشرط مقدّر [أو معطوفة على مقدّر أي تنبه فاعبدني]. ﴿وَأَقِمِ﴾ (الواو): عاطفة.
(أقم): مثل (اعبد). ﴿الصَّلاةَ﴾: مفعول به منصوب، والجملة معطوفة على سابقتها.
﴿لِذِكْرِي﴾: جار ومجرور متعلق ب (أقم) والياء مضاف إليه.",طه
إِنَّ السّاعَةَ آتِيَةٌ أَكادُ أُخْفِيها لِتُجْزى كُلُّ نَفْسٍ بِما تَسْعى," ﴿إِنَّ﴾: حرف توكيد ونصب. ﴿السّاعَةَ﴾: اسم (إن) منصوب. ﴿آتِيَةٌ﴾:
خبر (إن) مرفوع والجملة تعليلية. ﴿أَكادُ﴾: مضارع ناقص مرفوع واسمه مستتر (أنا). ﴿أُخْفِيها﴾:
مضارع مرفوع بالضمة المقدّرة والفاعل مستتر (أنا) و(الهاء) مفعول به، والجملة في محل نصب خبر (أكاد)، وجملة (أكاد ...) في محل رفع خبر ثان ل (إنّ). ﴿لِتُجْزى﴾: (اللام) للتعليل و(تجزى) مضارع مبني للمفعول منصوب بالفتحة المقدّرة بعد (أن) مضمرة والمصدر المؤول من (أن) والفعل في محل جر باللام متعلق ب (آتية) [أو ب (أخفيها)]. ﴿كُلُّ﴾: نائب فاعل مرفوع. ﴿نَفْسٍ﴾:
مضاف إليه مجرور. ﴿بِما﴾: (الباء) حرف جر و(ما) موصولة في محل جر متعلق ب (تجزى).
﴿تَسْعى﴾: مضارع مرفوع بالضمة المقدرة والفاعل مستتر (هي) والجملة صلة الموصول (ما).",طه
فَلا يَصُدَّنَّكَ عَنْها مَنْ لا يُؤْمِنُ بِها وَاِتَّبَعَ هَواهُ فَتَرْدى,"﴿فَلا﴾: (الفاء) رابطة لجواب شرط مقدّر و(لا) ناهية جازمة. ﴿يَصُدَّنَّكَ﴾:
مضارع مبني على الفتح في محل جزم و(النون) للتوكيد و(الكاف) مفعول به. ﴿عَنْها﴾: جار ومجرور متعلق ب (يصدنك). ﴿مَنْ﴾: موصولة في محل رفع فاعل، وجملة (لا يصدنك ...) جواب للشرط المقدر. ﴿لا﴾: نافية. ﴿يُؤْمِنُ﴾: مضارع مرفوع وفاعله مستتر (هو). ﴿بِها﴾: مثل (عنها) متعلق ب (يؤمن)، وجملة (لا يؤمن ...) لا محل لها صلة الموصول (من). ﴿وَاتَّبَعَ﴾ (الواو): عاطفة.
(اتبع): ماض وفاعله مستتر (هو)، والجملة معطوفة على جملة الصلة. ﴿هَواهُ﴾: مفعول به منصوب بالفتحة المقدرة و(الهاء) مضاف إليه. ﴿فَتَرْدى﴾: (الفاء) سببية عاطفة و(تردى) مضارع منصوب بفتحة مقدرة بعد أن مضمرة وفاعله مستتر (أنت)، والمصدر المؤول (على إضمار أن) معطوف على مصدر متخيل من الكلام السابق، والتقدير: لا يكن صد منهم لك فردى لك.",طه
وَما تِلْكَ بِيَمِينِكَ يا مُوسى,"﴿وَما﴾ (الواو): استئنافية. (ما): استفهامية للتقرير في محل رفع مبتدأ.
﴿تِلْكَ﴾: خبر. ﴿بِيَمِينِكَ﴾: جار ومجرور متعلق بمحذوف حال و(الكاف) مضاف إليه،
وجملة (ما تلك) استئنافية. ﴿يا مُوسى﴾ (يا): حرف نداء. (موسى): منادى مبني على الضم المقدّر في محل نصب وجملة النداء اعتراضية.",طه
قالَ هِيَ عَصايَ أَتَوَكَّؤُا عَلَيْها وَأَهُشُّ بِها عَلى غَنَمِي وَلِيَ فِيها مَآرِبُ أُخْرى,"﴿قالَ﴾: ماض وفاعله مستتر (هو) (أي موسى ﵇، والجملة استئنافية.
﴿هِيَ﴾: مبتدأ. ﴿عَصايَ﴾: خبر مرفوع بالضمة المقدّرة و(الياء) مضاف إليه، والجملة في محل نصب مقول القول. ﴿أَتَوَكَّؤُا﴾: مضارع مرفوع وفاعله مستتر (أنا). ﴿عَلَيْها﴾: جار ومجرور متعلق ب (أتوكأ)، والجملة استئناف بيانيّ [أو خبر ثان ل (هي)]. ﴿وَأَهُشُّ﴾ (الواو): عاطفة. (أهش):
مثل (أتوكأ)، والجملة معطوفة على سابقتها. ﴿بِها﴾: مثل عليها متعلق ب (أهش). ﴿عَلى غَنَمِي﴾:
جار ومجرور متعلق بمحذوف حال من مفعول (أهش) المحذوف (أي أهش بها ورق الشجر متساقطا على غنمي) و(الياء) مضاف إليه. ﴿وَلِيَ﴾ (الواو): عاطفة. (لي): جار ومجرور متعلق بمحذوف خبر مقدم. ﴿فِيها﴾: مثل (لي) متعلق بالخبر المحذوف. ﴿مَآرِبُ﴾: مبتدأ مؤخر مرفوع.
﴿أُخْرى﴾: نعت مرفوع بالضمة المقدّرة، وجملة (لي ... مآرب) معطوفة على جملة (أتوكأ ...).",طه
قالَ أَلْقِها يا مُوسى,"﴿قالَ﴾: ماض وفاعله مستتر (هو) (أي الربّ جلّ وعلا)، والجملة استئنافية.
﴿أَلْقِها﴾: أمر وفاعله مستتر (أنت) و(الهاء) مفعول به، والجملة في محل نصب مقول القول.
﴿يا مُوسى﴾: سبق إعرابها في الآية (١٧)، والجملة اعتراضية.",طه
فَأَلْقاها فَإِذا هِيَ حَيَّةٌ تَسْعى,"﴿فَأَلْقاها﴾: (الفاء) عاطفة و(ألقى) ماض وفاعله مستتر (هو) و(الهاء) مفعول به، والجملة معطوفة على الاستئناف في الآية السابقة. ﴿فَإِذا﴾: (الفاء) عاطفة و(إذا) فجائية.
﴿هِيَ﴾: مبتدأ. ﴿حَيَّةٌ﴾: خبر مرفوع، والجملة معطوفة على سابقتها لا محل لها. ﴿تَسْعى﴾:
مضارع مرفوع بالضمة المقدرة والفاعل مستتر (هي)، والجملة في محل رفع نعت ل (حية).",طه
قالَ خُذْها وَلا تَخَفْ سَنُعِيدُها سِيرَتَهَا الْأُولى," ﴿قالَ﴾: مثل السابق في الآية (١٩)، والجملة استئنافية. ﴿خُذْها﴾: مثل (ألقها)
في الآية (١٩)، والجملة مقول القول. ﴿وَلا﴾ (الواو): عاطفة. (لا): ناهية جازمة. ﴿تَخَفْ﴾:
مضارع مجزوم وفاعله مستتر (أنت)، والجملة معطوفة على سابقتها في محل نصب.
﴿سَنُعِيدُها﴾: (السين) للاستقبال و(نعيدها) مضارع مرفوع والفاعل مستتر (نحن) -للتعظيم- و(الهاء) مفعول به. ﴿سِيرَتَهَا﴾: منصوب على نزع الخافض و(الهاء) مضاف إليه. [أو أن (سيرتها) بدل اشتمال من الضمير فى: سنعيدها] ﴿الْأُولى﴾: نعت مجرور بالكسرة المقدرة، والجملة تعليلية لا محل لها.",طه
وَاُضْمُمْ يَدَكَ إِلى جَناحِكَ تَخْرُجْ بَيْضاءَ مِنْ غَيْرِ سُوءٍ آيَةً أُخْرى,"﴿وَاضْمُمْ﴾ (الواو): عاطفة (اضمم): أمر وفاعله مستتر (أنت)، والجملة معطوفة على جملة (خذها) في محل نصب. ﴿يَدَكَ﴾: مفعول به منصوب و(الكاف) مضاف إليه. ﴿إِلى جَناحِكَ﴾: جار ومجرور متعلق ب (اضمم) و(الكاف) مضاف إليه. ﴿تَخْرُجْ﴾: مضارع مجزوم في جواب الطلب وفاعله مستتر (هي). ﴿بَيْضاءَ﴾: حال منصوبة من الفاعل، والجملة جواب لشرط مقدّر. ﴿مِنْ غَيْرِ﴾: جار ومجرور متعلق ب (تخرج) [أو بحال من الضمير في بيضاء، أو بنعت ل:
بيضاء]. ﴿سُوءٍ﴾: مضاف إليه مجرور. ﴿آيَةً﴾: حال ثانية منصوبة. ﴿أُخْرى﴾: نعت منصوب بفتحة مقدّرة.",طه
لِنُرِيَكَ مِنْ آياتِنَا الْكُبْرى,﴿لِنُرِيَكَ﴾: (اللام) للتعليل و(نريك): مضارع منصوب بأن مضمرة وفاعله مستتر (نحن) للتعظيم و(الكاف) مفعول به، والمصدر المؤول من (أن) والفعل في محل جر باللام متعلق بفعل محذوف تقديره (آتيناك ذلك ...). ﴿مِنْ آياتِنَا﴾: جار ومجرور متعلق بمحذوف مفعول به ثان [أو بحال من (الكبرى) على أنها المفعول الثاني] و(نا) مضاف إليه. ﴿الْكُبْرى﴾: نعت (لآياتنا) مجرور بالكسرة المقدرة [أو مفعول به ثان].,طه
اِذْهَبْ إِلى فِرْعَوْنَ إِنَّهُ طَغى," ﴿اِذْهَبْ﴾: أمر وفاعله مستتر (أنت)، والجملة استئناف في حيّز القول. ﴿إِلى فِرْعَوْنَ﴾: جار ومجرور بالفتحة متعلق ب (اذهب). ﴿إِنَّهُ﴾: حرف توكيد ونصب و(الهاء) اسمه.
﴿طَغى﴾: ماض وفاعله مستتر (هو)، والجملة خبر (إنّ) وهي ومتعلقاتها تعليلية.",طه
قالَ رَبِّ اِشْرَحْ لِي صَدْرِي,﴿قالَ﴾: ماض وفاعله مستتر (هو)، والجملة (استئناف بيانيّ). ﴿رَبِّ﴾: منادى بعد أداة نداء محذوفة منصوب بفتحة مقدرة على ما قبل ياء المتكلم المحذوفة تخفيفا وياء المتكلم المحذوفة مضاف إليه. ﴿اِشْرَحْ﴾: فعل أمر للدعاء وفاعله مستتر (أنت). ﴿لِي﴾: جار ومجرور متعلق ب (اشرح). ﴿صَدْرِي﴾: مفعول به منصوب بفتحة مقدرة و(الياء) مضاف إليه، وجملة (اشرح) جواب النداء، وهو وجوابه في محل نصب مقول القول.,طه
وَيَسِّرْ لِي أَمْرِي,﴿وَيَسِّرْ لِي أَمْرِي﴾ (الواو): عاطفة. (يسر لي أمري): مثل (اشرح لي صدري) في الآية السابقة ومعطوفة عليها في محل نصب.,طه
وَاُحْلُلْ عُقْدَةً مِنْ لِسانِي,﴿وَاحْلُلْ﴾ (الواو): عاطفة. (احلل) مثل (اشرح)، والجملة معطوفة على جملة (يسر) في الآية السابقة. ﴿عُقْدَةً﴾: مفعول به منصوب. ﴿مِنْ لِسانِي﴾: جار ومجرور متعلق بنعت ل (عقدة) و(الياء) مضاف إليه.,طه
